name,sub_name,sub_name_sub,roman,sub_roman
揖斐川町,いびがわちょう,いびがわ,Ibigawa,Ibigawa
大野町,おおのちょう,おおの,ono,ono
池田町,いけだちょう,いけだ,Ikeda,Ikeda
本巣郡,もとすぐん,もとす,Motosu,Motosu
北方町,きたがたちょう,きたがた,Kitagata,Kitagata
加茂郡,かもぐん,かも,Kamo,Kamo
坂祝町,さかほぎちょう,さかほぎ,Sakahogi,Sakahogi
富加町,とみかちょう,とみか,Tomika,Tomika
川辺町,かわべちょう,かわべ,Kawabe,Kawabe
七宗町,ひちそうちょう,ひちそう,Hichiso,Hitiso
八百津町,やおつちょう,やおつ,Yaotsu,Yaotu
白川町,しらかわちょう,しらかわ,Shirakawa,Sirakawa
東白川村,ひがししらかわむら,ひがししらかわ,Higashishirakawa,Higasisirakawa
可児郡,かにぐん,かに,Kani,Kani
御嵩町,みたけちょう,みたけ,Mitake,Mitake
大野郡,おおのぐん,おおの,ono,ono
白川村,しらかわむら,しらかわ,Shirakawa,Sirakawa
静岡県,しずおかけん,しずおか,Shizuoka,Sizuoka
静岡市,しずおかし,しずおか,Shizuoka,Sizuoka
葵区,あおいく,あおい,Aoi,Aoi
駿河区,するがく,するが,Suruga,Suruga
清水区,しみずく,しみず,Shimizu,Simizu
浜松市,はままつし,はままつ,Hamamatsu,Hamamatu
中区,なかく,なか,Naka,Naka
東区,ひがしく,ひがし,Higashi,Higasi
西区,にしく,にし,Nishi,Nisi
南区,みなみく,みなみ,Minami,Minami
北区,きたく,きた,Kita,Kita
浜北区,はまきたく,はまきた,Hamakita,Hamakita
天竜区,てんりゅうく,てんりゅう,Tenryu,Tenryu
沼津市,ぬまづし,ぬまづ,Numazu,Numazu
熱海市,あたみし,あたみ,Atami,Atami
三島市,みしまし,みしま,Mishima,Misima
富士宮市,ふじのみやし,ふじのみや,Fujinomiya,Huzinomiya
伊東市,いとうし,いとう,Ito,Ito
島田市,しまだし,しまだ,Shimada,Simada
富士市,ふじし,ふじ,Fuji,Huzi
磐田市,いわたし,いわた,Iwata,Iwata
焼津市,やいづし,やいづ,Yaizu,Yaizu
掛川市,かけがわし,かけがわ,Kakegawa,Kakegawa
藤枝市,ふじえだし,ふじえだ,Fujieda,Huzieda
御殿場市,ごてんばし,ごてんば,Gotenba,Gotenba
袋井市,ふくろいし,ふくろい,Fukuroi,Hukuroi
下田市,しもだし,しもだ,Shimoda,Simoda
裾野市,すそのし,すその,Susono,Susono
湖西市,こさいし,こさい,Kosai,Kosai
伊豆市,いずし,いず,Izu,Izu
御前崎市,おまえざきし,おまえざき,Omaezaki,Omaezaki
菊川市,きくがわし,きくがわ,Kikugawa,Kikugawa
伊豆の国市,いずのくにし,いずのくに,Izunokuni,Izunokuni
牧之原市,まきのはらし,まきのはら,Makinohara,Makinohara
賀茂郡,かもぐん,かも,Kamo,Kamo
東伊豆町,ひがしいずちょう,ひがしいず,Higashiizu,Higasiizu
河津町,かわづちょう,かわづ,Kawazu,Kawazu
南伊豆町,みなみいずちょう,みなみいず,Minamiizu,Minamiizu
松崎町,まつざきちょう,まつざき,Matsuzaki,Matuzaki
西伊豆町,にしいずちょう,にしいず,Nishiizu,Nisiizu
田方郡,たがたぐん,たがた,Tagata,Tagata
函南町,かんなみちょう,かんなみ,Kannami,Kannami
駿東郡,すんとうぐん,すんとう,Sunto,Sunto
清水町,しみずちょう,しみず,Shimizu,Simizu
長泉町,ながいずみちょう,ながいずみ,Nagaizumi,Nagaizumi
小山町,おやまちょう,おやま,Oyama,Oyama
榛原郡,はいばらぐん,はいばら,Haibara,Haibara
吉田町,よしだちょう,よしだ,Yoshida,Yosida
川根本町,かわねほんちょう,かわねほん,Kawanehon,Kawanehon
周智郡,しゅうちぐん,しゅうち,Shuchi,Syuti
森町,もりまち,もり,Mori,Mori
愛知県,あいちけん,あいち,Aichi,Aiti
名古屋市,なごやし,なごや,Nagoya,Nagoya
千種区,ちくさく,ちくさ,Chikusa,Tikusa
東区,ひがしく,ひがし,Higashi,Higasi
北区,きたく,きた,Kita,Kita
西区,にしく,にし,Nishi,Nisi
中村区,なかむらく,なかむら,Nakamura,Nakamura
中区,なかく,なか,Naka,Naka
昭和区,しょうわく,しょうわ,Showa,Syowa
瑞穂区,みずほく,みずほ,Mizuho,Mizuho
熱田区,あつたく,あつた,Atsuta,Atuta
中川区,なかがわく,なかがわ,Nakagawa,Nakagawa
港区,みなとく,みなと,Minato,Minato
南区,みなみく,みなみ,Minami,Minami
守山区,もりやまく,もりやま,Moriyama,Moriyama
緑区,みどりく,みどり,Midori,Midori
名東区,めいとうく,めいとう,Meito,Meito
天白区,てんぱくく,てんぱく,Tenpaku,Tenpaku
豊橋市,とよはしし,とよはし,Toyohashi,Toyohasi
岡崎市,おかざきし,おかざき,Okazaki,Okazaki
一宮市,いちのみやし,いちのみや,Ichinomiya,Itinomiya
瀬戸市,せとし,せと,Seto,Seto
半田市,はんだし,はんだ,Handa,Handa
春日井市,かすがいし,かすがい,Kasugai,Kasugai
豊川市,とよかわし,とよかわ,Toyokawa,Toyokawa
津島市,つしまし,つしま,Tsushima,Tusima
碧南市,へきなんし,へきなん,Hekinan,Hekinan
刈谷市,かりやし,かりや,Kariya,Kariya
豊田市,とよたし,とよた,Toyota,Toyota
安城市,あんじょうし,あんじょう,Anjo,Anzyo
西尾市,にしおし,にしお,Nishio,Nisio
蒲郡市,がまごおりし,がまごおり,Gamagori,Gamagori
犬山市,いぬやまし,いぬやま,Inuyama,Inuyama
常滑市,とこなめし,とこなめ,Tokoname,Tokoname
江南市,こうなんし,こうなん,Konan,Konan
小牧市,こまきし,こまき,Komaki,Komaki
稲沢市,いなざわし,いなざわ,Inazawa,Inazawa
新城市,しんしろし,しんしろ,Shinshiro,Sinsiro
東海市,とうかいし,とうかい,Tokai,Tokai
大府市,おおぶし,おおぶ,obu,obu
知多市,ちたし,ちた,Chita,Tita
知立市,ちりゅうし,ちりゅう,Chiryu,Tiryu
尾張旭市,おわりあさひし,おわりあさひ,Owariasahi,Owariasahi
高浜市,たかはまし,たかはま,Takahama,Takahama
岩倉市,いわくらし,いわくら,Iwakura,Iwakura
豊明市,とよあけし,とよあけ,Toyoake,Toyoake
日進市,にっしんし,にっしん,Nisshin,Nissin
田原市,たはらし,たはら,Tahara,Tahara
愛西市,あいさいし,あいさい,Aisai,Aisai
清須市,きよすし,きよす,Kiyosu,Kiyosu
北名古屋市,きたなごやし,きたなごや,Kitanagoya,Kitanagoya
弥富市,やとみし,やとみ,Yatomi,Yatomi
みよし市,みよしし,みよし,Miyoshi,Miyosi
あま市,あまし,あま,Ama,Ama
長久手市,ながくてし,ながくて,Nagakute,Nagakute
愛知郡,あいちぐん,あいち,Aichi,Aiti
東郷町,とうごうちょう,とうごう,Togo,Togo
西春日井郡,にしかすがいぐん,にしかすがい,Nishikasugai,Nisikasugai
豊山町,とよやまちょう,とよやま,Toyoyama,Toyoyama
丹羽郡,にわぐん,にわ,Niwa,Niwa
大口町,おおぐちちょう,おおぐち,oguchi,oguti
扶桑町,ふそうちょう,ふそう,Fuso,Huso
海部郡,あまぐん,あま,Ama,Ama
大治町,おおはるちょう,おおはる,oharu,oharu
蟹江町,かにえちょう,かにえ,Kanie,Kanie
飛島村,とびしまむら,とびしま,Tobishima,Tobisima
知多郡,ちたぐん,ちた,Chita,Tita
阿久比町,あぐいちょう,あぐい,Agui,Agui
東浦町,ひがしうらちょう,ひがしうら,Higashiura,Higasiura
南知多町,みなみちたちょう,みなみちた,Minamichita,Minamitita
美浜町,みはまちょう,みはま,Mihama,Mihama
武豊町,たけとよちょう,たけとよ,Taketoyo,Taketoyo
額田郡,ぬかたぐん,ぬかた,Nukata,Nukata
幸田町,こうたちょう,こうた,Kota,Kota
北設楽郡,きたしたらぐん,きたしたら,Kitashitara,Kitasitara
設楽町,したらちょう,したら,Shitara,Sitara
東栄町,とうえいちょう,とうえい,Toei,Toei
豊根村,とよねむら,とよね,Toyone,Toyone
三重県,みえけん,みえ,Mie,Mie
津市,つし,つ,Tsu,Tu
四日市市,よっかいちし,よっかいち,Yokkaichi,Yokkaiti
伊勢市,いせし,いせ,Ise,Ise
松阪市,まつさかし,まつさか,Matsusaka,Matusaka
桑名市,くわなし,くわな,Kuwana,Kuwana
鈴鹿市,すずかし,すずか,Suzuka,Suzuka
名張市,なばりし,なばり,Nabari,Nabari
尾鷲市,おわせし,おわせ,Owase,Owase
亀山市,かめやまし,かめやま,Kameyama,Kameyama
鳥羽市,とばし,とば,Toba,Toba
熊野市,くまのし,くまの,Kumano,Kumano
いなべ市,いなべし,いなべ,Inabe,Inabe
志摩市,しまし,しま,Shima,Sima
伊賀市,いがし,いが,Iga,Iga
桑名郡,くわなぐん,くわな,Kuwana,Kuwana
木曽岬町,きそさきちょう,きそさき,Kisosaki,Kisosaki
員弁郡,いなべぐん,いなべ,Inabe,Inabe
東員町,とういんちょう,とういん,Toin,Toin
三重郡,みえぐん,みえ,Mie,Mie
菰野町,こものちょう,こもの,Komono,Komono
朝日町,あさひちょう,あさひ,Asahi,Asahi
川越町,かわごえちょう,かわごえ,Kawagoe,Kawagoe
多気郡,たきぐん,たき,Taki,Taki
多気町,たきちょう,たき,Taki,Taki
明和町,めいわちょう,めいわ,Meiwa,Meiwa
大台町,おおだいちょう,おおだい,odai,odai
度会郡,わたらいぐん,わたらい,Watarai,Watarai
玉城町,たまきちょう,たまき,Tamaki,Tamaki
度会町,わたらいちょう,わたらい,Watarai,Watarai
大紀町,たいきちょう,たいき,Taiki,Taiki
南伊勢町,みなみいせちょう,みなみいせ,Minamiise,Minamiise
北牟婁郡,きたむろぐん,きたむろ,Kitamuro,Kitamuro
紀北町,きほくちょう,きほく,Kihoku,Kihoku
南牟婁郡,みなみむろぐん,みなみむろ,Minamimuro,Minamimuro
御浜町,みはまちょう,みはま,Mihama,Mihama
紀宝町,きほうちょう,きほう,Kiho,Kiho
滋賀県,しがけん,しが,Shiga,Siga
大津市,おおつし,おおつ,otsu,otu
彦根市,ひこねし,ひこね,Hikone,Hikone
長浜市,ながはまし,ながはま,Nagahama,Nagahama
近江八幡市,おうみはちまんし,おうみはちまん,omihachiman,omihatiman
草津市,くさつし,くさつ,Kusatsu,Kusatu
守山市,もりやまし,もりやま,Moriyama,Moriyama
栗東市,りっとうし,りっとう,Ritto,Ritto
甲賀市,こうかし,こうか,Koka,Koka
野洲市,やすし,やす,Yasu,Yasu
湖南市,こなんし,こなん,Konan,Konan
高島市,たかしまし,たかしま,Takashima,Takasima
東近江市,ひがしおうみし,ひがしおうみ,Higashiomi,Higasiomi
米原市,まいばらし,まいばら,Maibara,Maibara
蒲生郡,がもうぐん,がもう,Gamo,Gamo
日野町,ひのちょう,ひの,Hino,Hino
竜王町,りゅうおうちょう,りゅうおう,Ryuo,Ryuo
愛知郡,えちぐん,えち,Echi,Eti
愛荘町,あいしょうちょう,あいしょう,Aisho,Aisyo
犬上郡,いぬかみぐん,いぬかみ,Inukami,Inukami
豊郷町,とよさとちょう,とよさと,Toyosato,Toyosato
甲良町,こうらちょう,こうら,Kora,Kora
多賀町,たがちょう,たが,Taga,Taga
京都府,きょうとふ,きょうと,Kyoto,Kyoto
京都市,きょうとし,きょうと,Kyoto,Kyoto
北区,きたく,きた,Kita,Kita
上京区,かみぎょうく,かみぎょう,Kamigyo,Kamigyo
左京区,さきょうく,さきょう,Sakyo,Sakyo
中京区,なかぎょうく,なかぎょう,Nakagyo,Nakagyo
東山区,ひがしやまく,ひがしやま,Higashiyama,Higasiyama
下京区,しもぎょうく,しもぎょう,Shimogyo,Simogyo
南区,みなみく,みなみ,Minami,Minami
右京区,うきょうく,うきょう,Ukyo,Ukyo
伏見区,ふしみく,ふしみ,Fushimi,Husimi
山科区,やましなく,やましな,Yamashina,Yamasina
西京区,にしきょうく,にしきょう,Nishikyo,Nisikyo
福知山市,ふくちやまし,ふくちやま,Fukuchiyama,Hukutiyama
舞鶴市,まいづるし,まいづる,Maizuru,Maizuru
綾部市,あやべし,あやべ,Ayabe,Ayabe
宇治市,うじし,うじ,Uji,Uzi
宮津市,みやづし,みやづ,Miyazu,Miyazu
亀岡市,かめおかし,かめおか,Kameoka,Kameoka
城陽市,じょうようし,じょうよう,Joyo,Zyoyo
向日市,むこうし,むこう,Muko,Muko
長岡京市,ながおかきょうし,ながおかきょう,Nagaokakyo,Nagaokakyo
八幡市,やわたし,やわた,Yawata,Yawata
京田辺市,きょうたなべし,きょうたなべ,Kyotanabe,Kyotanabe
京丹後市,きょうたんごし,きょうたんご,Kyotango,Kyotango
南丹市,なんたんし,なんたん,Nantan,Nantan
木津川市,きづがわし,きづがわ,Kizugawa,Kizugawa
乙訓郡,おとくにぐん,おとくに,Otokuni,Otokuni
大山崎町,おおやまざきちょう,おおやまざき,oyamazaki,oyamazaki
久世郡,くせぐん,くせ,Kuse,Kuse
久御山町,くみやまちょう,くみやま,Kumiyama,Kumiyama
綴喜郡,つづきぐん,つづき,Tsuzuki,Tuzuki
井手町,いでちょう,いで,Ide,Ide
宇治田原町,うじたわらちょう,うじたわら,Ujitawara,Uzitawara
相楽郡,そうらくぐん,そうらく,Soraku,Soraku
笠置町,かさぎちょう,かさぎ,Kasagi,Kasagi
和束町,わづかちょう,わづか,Wazuka,Wazuka
精華町,せいかちょう,せいか,Seika,Seika
南山城村,みなみやましろむら,みなみやましろ,Minamiyamashiro,Minamiyamasiro
船井郡,ふないぐん,ふない,Funai,Hunai
京丹波町,きょうたんばちょう,きょうたんば,Kyotanba,Kyotanba
与謝郡,よさぐん,よさ,Yosa,Yosa
伊根町,いねちょう,いね,Ine,Ine
与謝野町,よさのちょう,よさの,Yosano,Yosano
大阪府,おおさかふ,おおさか,osaka,osaka
大阪市,おおさかし,おおさか,osaka,osaka
都島区,みやこじまく,みやこじま,Miyakojima,Miyakozima
福島区,ふくしまく,ふくしま,Fukushima,Hukusima
此花区,このはなく,このはな,Konohana,Konohana
西区,にしく,にし,Nishi,Nisi
港区,みなとく,みなと,Minato,Minato
大正区,たいしょうく,たいしょう,Taisho,Taisyo
天王寺区,てんのうじく,てんのうじ,Tennoji,Tennozi
浪速区,なにわく,なにわ,Naniwa,Naniwa
西淀川区,にしよどがわく,にしよどがわ,Nishiyodogawa,Nisiyodogawa
東淀川区,ひがしよどがわく,ひがしよどがわ,Higashiyodogawa,Higasiyodogawa
東成区,ひがしなりく,ひがしなり,Higashinari,Higasinari
生野区,いくのく,いくの,Ikuno,Ikuno
旭区,あさひく,あさひ,Asahi,Asahi
城東区,じょうとうく,じょうとう,Joto,Zyoto
阿倍野区,あべのく,あべの,Abeno,Abeno
住吉区,すみよしく,すみよし,Sumiyoshi,Sumiyosi
東住吉区,ひがしすみよしく,ひがしすみよし,Higashisumiyoshi,Higasisumiyosi
西成区,にしなりく,にしなり,Nishinari,Nisinari
淀川区,よどがわく,よどがわ,Yodogawa,Yodogawa
鶴見区,つるみく,つるみ,Tsurumi,Turumi
住之江区,すみのえく,すみのえ,Suminoe,Suminoe
平野区,ひらのく,ひらの,Hirano,Hirano
北区,きたく,きた,Kita,Kita
中央区,ちゅうおうく,ちゅうおう,Chuo,Tyuo
堺市,さかいし,さかい,Sakai,Sakai
堺区,さかいく,さかい,Sakai,Sakai
中区,なかく,なか,Naka,Naka
東区,ひがしく,ひがし,Higashi,Higasi
西区,にしく,にし,Nishi,Nisi
南区,みなみく,みなみ,Minami,Minami
北区,きたく,きた,Kita,Kita
美原区,みはらく,みはら,Mihara,Mihara
岸和田市,きしわだし,きしわだ,Kishiwada,Kisiwada
豊中市,とよなかし,とよなか,Toyonaka,Toyonaka
池田市,いけだし,いけだ,Ikeda,Ikeda
吹田市,すいたし,すいた,Suita,Suita
泉大津市,いずみおおつし,いずみおおつ,Izumiotsu,Izumiotu
高槻市,たかつきし,たかつき,Takatsuki,Takatuki
貝塚市,かいづかし,かいづか,Kaizuka,Kaizuka
守口市,もりぐちし,もりぐち,Moriguchi,Moriguti
枚方市,ひらかたし,ひらかた,Hirakata,Hirakata
茨木市,いばらきし,いばらき,Ibaraki,Ibaraki
八尾市,やおし,やお,Yao,Yao
泉佐野市,いずみさのし,いずみさの,Izumisano,Izumisano
富田林市,とんだばやしし,とんだばやし,Tondabayashi,Tondabayasi
寝屋川市,ねやがわし,ねやがわ,Neyagawa,Neyagawa
河内長野市,かわちながのし,かわちながの,Kawachinagano,Kawatinagano
松原市,まつばらし,まつばら,Matsubara,Matubara
大東市,だいとうし,だいとう,Daito,Daito
和泉市,いずみし,いずみ,Izumi,Izumi
箕面市,みのおし,みのお,Mino,Mino
柏原市,かしわらし,かしわら,Kashiwara,Kasiwara
羽曳野市,はびきのし,はびきの,Habikino,Habikino
門真市,かどまし,かどま,Kadoma,Kadoma
摂津市,せっつし,せっつ,Settsu,Settu
高石市,たかいしし,たかいし,Takaishi,Takaisi
藤井寺市,ふじいでらし,ふじいでら,Fujiidera,Huziidera
東大阪市,ひがしおおさかし,ひがしおおさか,Higashiosaka,Higasiosaka
泉南市,せんなんし,せんなん,Sennan,Sennan
四條畷市,しじょうなわてし,しじょうなわて,Shijonawate,Sizyonawate
交野市,かたのし,かたの,Katano,Katano
大阪狭山市,おおさかさやまし,おおさかさやま,osakasayama,osakasayama
阪南市,はんなんし,はんなん,Hannan,Hannan
三島郡,みしまぐん,みしま,Mishima,Misima
島本町,しまもとちょう,しまもと,Shimamoto,Simamoto
豊能郡,とよのぐん,とよの,Toyono,Toyono
豊能町,とよのちょう,とよの,Toyono,Toyono
能勢町,のせちょう,のせ,Nose,Nose
泉北郡,せんぼくぐん,せんぼく,Senboku,Senboku
忠岡町,ただおかちょう,ただおか,Tadaoka,Tadaoka
泉南郡,せんなんぐん,せんなん,Sennan,Sennan
熊取町,くまとりちょう,くまとり,Kumatori,Kumatori
田尻町,たじりちょう,たじり,Tajiri,Taziri
岬町,みさきちょう,みさき,Misaki,Misaki
南河内郡,みなみかわちぐん,みなみかわち,Minamikawachi,Minamikawati
太子町,たいしちょう,たいし,Taishi,Taisi
河南町,かなんちょう,かなん,Kanan,Kanan
千早赤阪村,ちはやあかさかむら,ちはやあかさか,Chihayaakasaka,Tihayaakasaka
兵庫県,ひょうごけん,ひょうご,Hyogo,Hyogo
神戸市,こうべし,こうべ,Kobe,Kobe
東灘区,ひがしなだく,ひがしなだ,Higashinada,Higasinada
灘区,なだく,なだ,Nada,Nada
兵庫区,ひょうごく,ひょうご,Hyogo,Hyogo
長田区,ながたく,ながた,Nagata,Nagata
須磨区,すまく,すま,Suma,Suma
垂水区,たるみく,たるみ,Tarumi,Tarumi
北区,きたく,きた,Kita,Kita
中央区,ちゅうおうく,ちゅうおう,Chuo,Tyuo
西区,にしく,にし,Nishi,Nisi
姫路市,ひめじし,ひめじ,Himeji,Himezi
尼崎市,あまがさきし,あまがさき,Amagasaki,Amagasaki
明石市,あかしし,あかし,Akashi,Akasi
西宮市,にしのみやし,にしのみや,Nishinomiya,Nisinomiya
洲本市,すもとし,すもと,Sumoto,Sumoto
芦屋市,あしやし,あしや,Ashiya,Asiya
伊丹市,いたみし,いたみ,Itami,Itami
相生市,あいおいし,あいおい,Aioi,Aioi
豊岡市,とよおかし,とよおか,Toyooka,Toyooka
加古川市,かこがわし,かこがわ,Kakogawa,Kakogawa
赤穂市,あこうし,あこう,Ako,Ako
西脇市,にしわきし,にしわき,Nishiwaki,Nisiwaki
宝塚市,たからづかし,たからづか,Takarazuka,Takarazuka
三木市,みきし,みき,Miki,Miki
高砂市,たかさごし,たかさご,Takasago,Takasago
川西市,かわにしし,かわにし,Kawanishi,Kawanisi
小野市,おのし,おの,Ono,Ono
三田市,さんだし,さんだ,Sanda,Sanda
加西市,かさいし,かさい,Kasai,Kasai
篠山市,ささやまし,ささやま,Sasayama,Sasayama
養父市,やぶし,やぶ,Yabu,Yabu
丹波市,たんばし,たんば,Tanba,Tanba
南あわじ市,みなみあわじし,みなみあわじ,Minamiawaji,Minamiawazi
朝来市,あさごし,あさご,Asago,Asago
淡路市,あわじし,あわじ,Awaji,Awazi
宍粟市,しそうし,しそう,Shiso,Siso
加東市,かとうし,かとう,Kato,Kato
たつの市,たつのし,たつの,Tatsuno,Tatuno
川辺郡,かわべぐん,かわべ,Kawabe,Kawabe
猪名川町,いながわちょう,いながわ,Inagawa,Inagawa
多可郡,たかぐん,たか,Taka,Taka
多可町,たかちょう,たか,Taka,Taka
加古郡,かこぐん,かこ,Kako,Kako
稲美町,いなみちょう,いなみ,Inami,Inami
播磨町,はりまちょう,はりま,Harima,Harima
神崎郡,かんざきぐん,かんざき,Kanzaki,Kanzaki
市川町,いちかわちょう,いちかわ,Ichikawa,Itikawa
福崎町,ふくさきちょう,ふくさき,Fukusaki,Hukusaki
神河町,かみかわちょう,かみかわ,Kamikawa,Kamikawa
揖保郡,いぼぐん,いぼ,Ibo,Ibo
太子町,たいしちょう,たいし,Taishi,Taisi
赤穂郡,あこうぐん,あこう,Ako,Ako
上郡町,かみごおりちょう,かみごおり,Kamigori,Kamigori
佐用郡,さようぐん,さよう,Sayo,Sayo
佐用町,さようちょう,さよう,Sayo,Sayo
美方郡,みかたぐん,みかた,Mikata,Mikata
香美町,かみちょう,かみ,Kami,Kami
新温泉町,しんおんせんちょう,しんおんせん,Shin'onsen,Sin'onsen
奈良県,ならけん,なら,Nara,Nara
奈良市,ならし,なら,Nara,Nara
大和高田市,やまとたかだし,やまとたかだ,Yamatotakada,Yamatotakada
大和郡山市,やまとこおりやまし,やまとこおりやま,Yamatokoriyama,Yamatokoriyama
天理市,てんりし,てんり,Tenri,Tenri
橿原市,かしはらし,かしはら,Kashihara,Kasihara
桜井市,さくらいし,さくらい,Sakurai,Sakurai
五條市,ごじょうし,ごじょう,Gojo,Gozyo
御所市,ごせし,ごせ,Gose,Gose
生駒市,いこまし,いこま,Ikoma,Ikoma
香芝市,かしばし,かしば,Kashiba,Kasiba
葛城市,かつらぎし,かつらぎ,Katsuragi,Katuragi
宇陀市,うだし,うだ,Uda,Uda
山辺郡,やまべぐん,やまべ,Yamabe,Yamabe
山添村,やまぞえむら,やまぞえ,Yamazoe,Yamazoe
生駒郡,いこまぐん,いこま,Ikoma,Ikoma
平群町,へぐりちょう,へぐり,Heguri,Heguri
三郷町,さんごうちょう,さんごう,Sango,Sango
斑鳩町,いかるがちょう,いかるが,Ikaruga,Ikaruga
安堵町,あんどちょう,あんど,Ando,Ando
磯城郡,しきぐん,しき,Shiki,Siki
川西町,かわにしちょう,かわにし,Kawanishi,Kawanisi
三宅町,みやけちょう,みやけ,Miyake,Miyake
田原本町,たわらもとちょう,たわらもと,Tawaramoto,Tawaramoto
宇陀郡,うだぐん,うだ,Uda,Uda
曽爾村,そにむら,そに,Soni,Soni
御杖村,みつえむら,みつえ,Mitsue,Mitue
高市郡,たかいちぐん,たかいち,Takaichi,Takaiti
高取町,たかとりちょう,たかとり,Takatori,Takatori
明日香村,あすかむら,あすか,Asuka,Asuka
北葛城郡,きたかつらぎぐん,きたかつらぎ,Kitakatsuragi,Kitakaturagi
上牧町,かんまきちょう,かんまき,Kanmaki,Kanmaki
王寺町,おうじちょう,おうじ,oji,ozi
広陵町,こうりょうちょう,こうりょう,Koryo,Koryo
河合町,かわいちょう,かわい,Kawai,Kawai
吉野郡,よしのぐん,よしの,Yoshino,Yosino
吉野町,よしのちょう,よしの,Yoshino,Yosino
大淀町,おおよどちょう,おおよど,oyodo,oyodo
下市町,しもいちちょう,しもいち,Shimoichi,Simoiti
黒滝村,くろたきむら,くろたき,Kurotaki,Kurotaki
天川村,てんかわむら,てんかわ,Tenkawa,Tenkawa
野迫川村,のせがわむら,のせがわ,Nosegawa,Nosegawa
十津川村,とつかわむら,とつかわ,Totsukawa,Totukawa
下北山村,しもきたやまむら,しもきたやま,Shimokitayama,Simokitayama
上北山村,かみきたやまむら,かみきたやま,Kamikitayama,Kamikitayama
川上村,かわかみむら,かわかみ,Kawakami,Kawakami
東吉野村,ひがしよしのむら,ひがしよしの,Higashiyoshino,Higasiyosino
和歌山県,わかやまけん,わかやま,Wakayama,Wakayama
和歌山市,わかやまし,わかやま,Wakayama,Wakayama
海南市,かいなんし,かいなん,Kainan,Kainan
橋本市,はしもとし,はしもと,Hashimoto,Hasimoto
有田市,ありだし,ありだ,Arida,Arida
御坊市,ごぼうし,ごぼう,Gobo,Gobo
田辺市,たなべし,たなべ,Tanabe,Tanabe
新宮市,しんぐうし,しんぐう,Shingu,Singu
紀の川市,きのかわし,きのかわ,Kinokawa,Kinokawa
岩出市,いわでし,いわで,Iwade,Iwade
海草郡,かいそうぐん,かいそう,Kaiso,Kaiso
紀美野町,きみのちょう,きみの,Kimino,Kimino
伊都郡,いとぐん,いと,Ito,Ito
かつらぎ町,かつらぎちょう,かつらぎ,Katsuragi,Katuragi
九度山町,くどやまちょう,くどやま,Kudoyama,Kudoyama
高野町,こうやちょう,こうや,Koya,Koya
有田郡,ありだぐん,ありだ,Arida,Arida
湯浅町,ゆあさちょう,ゆあさ,Yuasa,Yuasa
広川町,ひろがわちょう,ひろがわ,Hirogawa,Hirogawa
有田川町,ありだがわちょう,ありだがわ,Aridagawa,Aridagawa
日高郡,ひだかぐん,ひだか,Hidaka,Hidaka
美浜町,みはまちょう,みはま,Mihama,Mihama
日高町,ひだかちょう,ひだか,Hidaka,Hidaka
由良町,ゆらちょう,ゆら,Yura,Yura
印南町,いなみちょう,いなみ,Inami,Inami
みなべ町,みなべちょう,みなべ,Minabe,Minabe
日高川町,ひだかがわちょう,ひだかがわ,Hidakagawa,Hidakagawa
西牟婁郡,にしむろぐん,にしむろ,Nishimuro,Nisimuro
白浜町,しらはまちょう,しらはま,Shirahama,Sirahama
上富田町,かみとんだちょう,かみとんだ,Kamitonda,Kamitonda
すさみ町,すさみちょう,すさみ,Susami,Susami
東牟婁郡,ひがしむろぐん,ひがしむろ,Higashimuro,Higasimuro
那智勝浦町,なちかつうらちょう,なちかつうら,Nachikatsuura,Natikatuura
太地町,たいじちょう,たいじ,Taiji,Taizi
古座川町,こざがわちょう,こざがわ,Kozagawa,Kozagawa
北山村,きたやまむら,きたやま,Kitayama,Kitayama
串本町,くしもとちょう,くしもと,Kushimoto,Kusimoto
鳥取県,とっとりけん,とっとり,Tottori,Tottori
鳥取市,とっとりし,とっとり,Tottori,Tottori
米子市,よなごし,よなご,Yonago,Yonago
倉吉市,くらよしし,くらよし,Kurayoshi,Kurayosi
境港市,さかいみなとし,さかいみなと,Sakaiminato,Sakaiminato
岩美郡,いわみぐん,いわみ,Iwami,Iwami
岩美町,いわみちょう,いわみ,Iwami,Iwami
八頭郡,やずぐん,やず,Yazu,Yazu
若桜町,わかさちょう,わかさ,Wakasa,Wakasa
智頭町,ちづちょう,ちづ,Chizu,Tizu
八頭町,やずちょう,やず,Yazu,Yazu
東伯郡,とうはくぐん,とうはく,Tohaku,Tohaku
三朝町,みささちょう,みささ,Misasa,Misasa
湯梨浜町,ゆりはまちょう,ゆりはま,Yurihama,Yurihama
琴浦町,ことうらちょう,ことうら,Kotoura,Kotoura
北栄町,ほくえいちょう,ほくえい,Hokuei,Hokuei
西伯郡,さいはくぐん,さいはく,Saihaku,Saihaku
日吉津村,ひえづそん,ひえづ,Hiezu,Hiezu
大山町,だいせんちょう,だいせん,Daisen,Daisen
南部町,なんぶちょう,なんぶ,Nanbu,Nanbu
伯耆町,ほうきちょう,ほうき,Hoki,Hoki
日野郡,ひのぐん,ひの,Hino,Hino
日南町,にちなんちょう,にちなん,Nichinan,Nitinan
日野町,ひのちょう,ひの,Hino,Hino
江府町,こうふちょう,こうふ,Kofu,Kohu
島根県,しまねけん,しまね,Shimane,Simane
松江市,まつえし,まつえ,Matsue,Matue
